DateTime;TempInside;Humidity;People;Co2;TempOutside
2016-04-14 11:10:00;23,5;40,59;2;680;11,3
2016-04-14 11:30:00;23,57;40,5;2;709;12,3
2016-04-14 12:00:00;23,6;39,97;2;669;13,8
2016-04-14 12:30:00;23,6;39,53;2;690;14,1
2016-04-14 13:00:00;23,5;39,29;2;709;14,4
2016-04-14 13:40:00;23,36;39,09;2;692;14,87
2016-04-14 15:00:00;23,1;37,27;2;721;16,6
2016-04-14 15:20:00;23,2;37,29;2;718;16,33
2016-04-14 15:40:00;23,26;37,53;2;748;16,07
2016-04-14 16:10:00;23,36;37,93;2;745;15,95
2016-04-14 16:20:00;23,29;38;2;708;16,1
2016-04-14 17:10:00;23,32;38,09;2;659;16,47
2016-04-14 18:40:00;23,1;38,56;1;560;15,3
2016-04-14 18:50:00;23,07;38,59;1;542;15,3
2016-04-14 19:00:00;23;38,59;1;562;15,3
2016-04-14 19:10:00;23;38,7;1;543;15,02
2016-04-14 19:30:00;22,96;38,79;1;581;14,45
2016-04-14 19:50:00;22,89;38,9;1;564;13,88
2016-04-14 20:20:00;22,89;39,2;1;564;13,57
2016-04-14 20:30:00;22,79;39,2;1;502;13,55
2016-04-14 20:40:00;22,79;39,26;1;577;13,53
2016-04-14 21:00:00;22,76;39,29;0;406;13,5
2016-04-14 21:10:00;22,7;39,36;0;448;13,42
2016-04-14 22:00:00;22,7;39,4;0;406;13
2016-04-14 22:20:00;22,6;39,5;0;463;12,97
2016-04-14 22:40:00;22,6;39,53;0;419;12,93
2016-04-14 22:50:00;22,6;39,59;0;420;12,92
2016-04-14 23:10:00;22,53;39,66;0;441;12,52
2016-04-15 00:10:00;22,5;39,98;0;444;10,42
2016-04-15 00:30:00;22,5;40,13;0;461;10,05
2016-04-15 01:10:00;22,39;40,2;0;474;9,47
2016-04-15 01:40:00;22,39;40,29;0;468;9,37
2016-04-15 03:30:00;22,2;40,59;0;486;9,45
2016-04-15 03:40:00;22,2;40,59;0;494;9,5
2016-04-15 03:50:00;22,2;40,59;0;468;9,55
2016-04-15 04:10:00;22,2;40,59;0;448;9,6
2016-04-15 04:50:00;22,1;40,7;0;457;9,6
2016-04-15 05:10:00;22,1;40,7;0;499;9,6
2016-04-15 05:20:00;22,1;40,73;0;472;9,6
2016-04-15 06:30:00;22;40,81;0;427;9,6
2016-04-15 06:50:00;22;41,09;0;491;9,6
2016-04-15 07:00:00;22;41,14;0;479;9,6
2016-04-15 07:30:00;22,04;41,86;0;466;9,7
2016-04-15 08:00:00;22,1;42,16;0;415;9,8
2016-04-15 08:50:00;22,1;41,73;0;453;9,63
2016-04-15 09:50:00;22,1;41,29;1;569;10,35
2016-04-15 11:30:00;22,22;41,28;2;725;11,65
2016-04-15 12:30:00;22,32;40,56;2;713;13,2
2016-04-15 14:20:00;22,39;39,23;2;713;13,5
2016-04-15 15:40:00;22,5;38,39;2;694;15,23
2016-04-15 16:40:00;22,5;38,2;2;720;15,41
2016-04-15 17:00:00;22,5;38,18;2;710;15,27
2016-04-15 17:20:00;22,5;38,68;2;674;15,12
2016-04-15 17:40:00;22,49;39,27;2;747;14,98
2016-04-15 18:20:00;22,39;39,76;1;564;14,69
2016-04-15 19:00:00;22,37;39,68;1;524;14,4
2016-04-15 20:00:00;22,3;40,49;1;510;13,1
2016-04-15 20:10:00;22,29;40,58;1;513;12,97
2016-04-15 20:20:00;22,29;40,66;1;576;12,83
2016-04-15 20:30:00;22,28;40,7;1;540;12,7
2016-04-15 21:00:00;22,24;40,88;0;422;12,3
2016-04-15 21:10:00;22,2;40,84;0;430;12,23
2016-04-15 21:40:00;22,2;40,56;0;423;12,03
2016-04-16 00:00:00;22;40,2;0;436;10,9
2016-04-16 00:40:00;22;40,2;0;421;10,7
2016-04-16 00:50:00;22;40,2;0;490;10,65
2016-04-16 01:20:00;21,93;40,2;0;423;10,43
2016-04-16 02:20:00;21,89;40,24;0;465;10,1
2016-04-16 02:50:00;21,89;40,2;0;473;10,1
2016-04-16 03:00:00;21,82;40,2;0;414;10,1
2016-04-16 03:10:00;21,79;40,16;0;485;10
2016-04-16 04:00:00;21,79;40,16;0;481;9,5
2016-04-16 04:30:00;21,76;40,2;0;492;9,35
2016-04-16 04:40:00;21,7;40,2;0;437;9,3
2016-04-16 04:50:00;21,73;40,2;0;411;9,25
2016-04-16 05:10:00;21,7;40,2;0;498;9,22
2016-04-16 05:20:00;21,7;40,26;0;439;9,23
2016-04-16 05:30:00;21,7;40,29;0;432;9,25
2016-04-16 05:50:00;21,7;40,29;0;453;9,28
2016-04-16 06:30:00;21,7;40,29;0;494;9,05
2016-04-16 06:50:00;21,6;40,2;0;443;8,88
2016-04-16 08:10:00;21,6;40,35;0;457;8,97
2016-04-16 09:40:00;21,74;40,5;1;578;10,4
2016-04-16 10:50:00;21,7;40,13;1;500;10,37
2016-04-16 11:00:00;21,7;40,25;2;741;10,3
2016-04-16 11:10:00;21,7;40,29;2;663;10,13
2016-04-16 11:40:00;21,74;40,29;2;694;9,63
2016-04-16 11:50:00;21,75;40,25;2;738;9,47
2016-04-16 12:00:00;21,76;40,03;2;679;9,3
2016-04-16 12:20:00;21,71;40;2;694;9,63
2016-04-16 14:10:00;22,1;40,25;2;687;10,97
2016-04-16 14:30:00;22,1;39,9;2;694;10,7
2016-04-16 17:10:00;21,89;38,56;2;673;7,77
2016-04-16 17:20:00;21,89;38,5;2;682;7,93
2016-04-16 18:00:00;21,82;38,2;1;505;8,6
2016-04-16 18:30:00;21,89;39,66;1;560;8,7
2016-04-16 19:10:00;21,87;40,02;1;555;8,67
2016-04-16 19:40:00;21,79;39,75;1;530;8,27
2016-04-16 20:00:00;21,79;39,59;1;594;8
2016-04-16 23:20:00;21,5;38,36;0;463;4,43
2016-04-16 23:30:00;21,5;38,32;0;445;4,35
2016-04-17 00:20:00;21,35;38,16;0;409;3,87
2016-04-17 01:00:00;21,29;38,09;0;489;3,4
2016-04-17 01:30:00;21,29;38,09;0;449;3,65
2016-04-17 01:40:00;21,29;38,04;0;458;3,73
2016-04-17 02:40:00;21,2;38;0;488;2,5
2016-04-17 03:10:00;21,2;37,9;0;468;1,72
2016-04-17 03:50:00;21,1;37,79;0;486;1,38
2016-04-17 05:30:00;20,98;37,68;0;486;1,25
2016-04-17 07:20:00;20,85;37,66;0;466;2,27
2016-04-17 07:40:00;20,79;37,57;0;484;2,73
2016-04-17 08:20:00;20,81;37,61;0;478;3,63
2016-04-17 08:30:00;20,92;37,73;0;460;3,85
2016-04-17 09:50:00;21,29;38,6;1;581;6
2016-04-17 10:00:00;21,43;38,59;1;596;6,3
2016-04-17 10:40:00;21,7;38,59;1;564;7,5
2016-04-17 11:00:00;21,93;38,77;2;702;8,1
2016-04-17 12:40:00;22,1;38,17;2;673;6,57
2016-04-17 13:10:00;22,1;37,6;2;695;6,43
2016-04-17 13:20:00;22,1;37,26;2;657;6,87
2016-04-17 13:30:00;22,1;36,96;2;695;7,3
2016-04-17 14:50:00;22,1;35,79;2;684;9,02
2016-04-17 15:30:00;22,2;36,43;2;686;9,4
2016-04-17 15:40:00;22,29;36,46;2;679;9,5
2016-04-17 15:50:00;22,29;36,4;2;726;9,6
2016-04-17 16:00:00;22,31;36,38;2;691;9,7
2016-04-17 16:40:00;22,5;36,59;2;708;9,23
2016-04-17 17:50:00;22,71;37,01;2;709;9,25
2016-04-17 18:20:00;22,7;36,79;1;532;9,07
2016-04-17 19:40:00;22,5;35,95;1;550;7,87
2016-04-17 20:10:00;22,29;35,77;1;542;7,25
2016-04-17 20:40:00;22,2;35,41;1;509;6,5
2016-04-17 20:50:00;22,18;35,4;1;538;6,25
2016-04-17 21:20:00;22,1;35,4;0;489;5,47
2016-04-17 21:40:00;22,1;36,12;0;448;4,93
2016-04-17 22:00:00;22,01;36,01;0;433;4,4
2016-04-17 22:10:00;22;35,94;0;467;4,55
2016-04-17 22:40:00;21,91;35,85;0;428;5
2016-04-17 23:30:00;21,79;35,88;0;442;4,85
2016-04-18 00:30:00;22;36,82;0;402;3,8
2016-04-18 01:10:00;22,1;37,04;0;445;3,05
2016-04-18 02:00:00;22,24;37,29;0;457;2,3
2016-04-18 02:30:00;22,82;37,23;0;402;1,85
2016-04-18 02:50:00;22,74;37,01;0;463;1,55
2016-04-18 03:20:00;22,6;36,29;0;459;1,2
2016-04-18 03:40:00;22,39;35,98;0;459;1
2016-04-18 04:40:00;22,1;35,67;0;483;0,67
2016-04-18 06:20:00;21,79;35,64;0;441;0,37
2016-04-18 06:30:00;21,74;35,57;0;435;0,35
2016-04-18 06:40:00;21,7;35,47;0;440;0,33
2016-04-18 08:20:00;21,61;36,38;0;408;3,57
2016-04-18 08:30:00;21,72;36,67;0;432;4,15
2016-04-18 09:10:00;22,17;37,01;1;584;6,25
2016-04-18 10:00:00;22,66;37,13;1;586;8
2016-04-18 10:10:00;22,76;37,06;1;517;8,18
2016-04-18 10:20:00;22,79;36,75;1;511;8,37
2016-04-18 11:20:00;22,91;35,62;2;723;9,6
2016-04-18 12:00:00;23;34,62;2;709;10,6
2016-04-18 13:50:00;22,7;33,7;2;722;11,13
2016-04-18 14:20:00;22,6;33,32;2;666;11,1
2016-04-18 14:40:00;22,59;33,2;2;680;11,1
2016-04-18 15:20:00;22,39;33,06;2;658;10,83
2016-04-18 17:00:00;22,5;34,12;2;704;11,1
2016-04-18 17:20:00;22,59;34,48;2;685;11,23
2016-04-18 18:20:00;22,7;35,11;1;523;11,53
2016-04-18 22:10:00;22,39;34,09;0;474;6,83
2016-04-18 22:30:00;22,39;34,09;0;439;6,5
2016-04-18 22:50:00;22,29;34,09;0;470;6,17
2016-04-18 23:30:00;22,2;34,09;0;433;6,2
2016-04-19 00:30:00;22,08;34,24;0;462;6,75
2016-04-19 00:50:00;22;34,2;0;497;6,98
2016-04-19 01:30:00;21,93;34,4;0;423;6,85
2016-04-19 02:00:00;21,89;34,53;0;481;6,6
2016-04-19 02:10:00;21,89;34,59;0;443;6,57
2016-04-19 03:20:00;21,79;34,79;0;462;5,77
2016-04-19 04:00:00;21,7;34,96;0;488;4,5
2016-04-19 04:20:00;21,7;35,09;0;432;4,6
2016-04-19 04:50:00;21,6;35,09;0;473;4,75
2016-04-19 05:00:00;21,6;35,2;0;469;4,8
2016-04-19 05:20:00;21,6;35,22;0;416;4,97
2016-04-19 05:30:00;21,6;35,29;0;457;5,05
2016-04-19 05:40:00;21,56;35,29;0;417;5,13
2016-04-19 06:00:00;21,52;35,4;0;424;5,3
2016-04-19 06:40:00;21,5;36,14;0;492;5,5
2016-04-19 07:30:00;21,5;36,4;0;442;5,85
2016-04-19 08:30:00;21,5;36,59;0;410;6,7
2016-04-19 10:10:00;21,62;37,05;1;525;9,22
2016-04-19 10:30:00;21,7;37,2;1;552;9,65
2016-04-19 11:30:00;22;37,18;2;722;11,15
2016-04-19 11:50:00;22;37,09;2;687;11,72
2016-04-19 13:50:00;22;37,2;2;710;12,5
2016-04-19 14:00:00;22;37,13;2;657;12,6
2016-04-19 14:30:00;22;37,09;2;705;12,85
2016-04-19 16:00:00;22;37;2;675;13,3
2016-04-19 16:10:00;22;37;2;722;13,17
2016-04-19 16:20:00;22;37;2;687;13,03
2016-04-19 16:40:00;22,1;37,09;2;652;12,77
2016-04-19 16:50:00;22;36,9;2;716;12,63
2016-04-19 17:20:00;22,1;36,73;2;689;12,6
2016-04-19 19:00:00;22,1;36,91;1;585;12,3
2016-04-19 19:20:00;22,16;37;1;520;11,87
2016-04-19 20:00:00;22,29;36,83;1;513;11
2016-04-19 20:10:00;22,29;36,79;1;507;10,57
2016-04-19 20:20:00;22,29;36,79;1;572;10,13
2016-04-19 21:50:00;22,1;35,73;0;442;7,15
2016-04-19 23:00:00;21,89;35,7;0;484;7,3
2016-04-19 23:40:00;21,82;35,65;0;451;6,43
2016-04-19 23:50:00;21,79;35,59;0;441;6,22
2016-04-20 00:20:00;21,79;35,59;0;423;5,63
2016-04-20 01:10:00;21,66;35,55;0;428;4,93
2016-04-20 01:40:00;21,6;35,4;0;479;5,03
2016-04-20 01:50:00;21,6;35,4;0;400;5,07
2016-04-20 03:10:00;21,5;35,36;0;489;4,02
2016-04-20 03:30:00;21,5;35,29;0;456;3,85
2016-04-20 03:50:00;21,39;35,2;0;458;3,68
2016-04-20 04:30:00;21,39;35,2;0;412;3,5
2016-04-20 05:40:00;21,29;35,13;0;484;3,13
2016-04-20 06:20:00;21,2;35;0;462;2,63
2016-04-20 06:30:00;21,2;35;0;493;2,45
2016-04-20 06:40:00;21,2;34,96;0;413;2,27
2016-04-20 07:00:00;21,2;35,2;0;449;1,9
2016-04-20 08:20:00;21,25;35,15;0;487;4,43
2016-04-20 09:20:00;21,92;35,4;1;597;7,1
2016-04-20 09:30:00;22;35,29;1;596;7,5
2016-04-20 09:50:00;22,22;35,29;1;502;8,3
2016-04-20 10:00:00;22,29;35,29;1;589;8,7
2016-04-20 11:20:00;22,6;35,82;2;717;10,03
2016-04-20 11:40:00;22,7;35,44;2;705;10,47
2016-04-20 12:00:00;22,75;35;2;720;10,9
2016-04-20 13:40:00;22,79;33,79;2;675;12,93
2016-04-20 15:30:00;22,86;33,06;2;735;14,65
2016-04-20 18:00:00;22,66;30,37;1;565;15,5
2016-04-20 18:20:00;22,7;30,87;1;534;15,27
2016-04-20 18:40:00;22,79;31,68;1;584;15,03
2016-04-20 19:10:00;22,89;31,92;1;595;14,47
2016-04-20 19:40:00;22,89;31,89;1;544;13,47
2016-04-20 20:00:00;22,89;31,97;1;509;12,8
2016-04-20 20:20:00;22,89;32,54;1;551;11,77
2016-04-20 20:40:00;22,92;32,92;1;549;10,73
2016-04-20 21:30:00;23;32,83;0;457;9,55
2016-04-20 21:50:00;22,89;32,9;0;459;9,45
2016-04-20 22:10:00;22,89;32,9;0;483;9,32
2016-04-21 00:40:00;22,47;32,97;0;428;7,83
2016-04-21 02:00:00;22,29;33,05;0;444;6,8
2016-04-21 02:40:00;22,2;33,09;0;457;6,8
2016-04-21 02:50:00;22,2;33,09;0;459;6,8
2016-04-21 04:00:00;22,08;33,24;0;417;6,8
2016-04-21 04:40:00;22;33,2;0;499;6
2016-04-21 05:10:00;22;33,26;0;466;5,33
2016-04-21 05:50:00;21,93;33,74;0;459;4,27
2016-04-21 06:00:00;22;33,94;0;452;4
2016-04-21 06:30:00;22;34;0;440;4,05
2016-04-21 07:00:00;22;33,9;0;472;4,1
2016-04-21 07:40:00;21,97;34,03;0;425;5,5
2016-04-21 08:20:00;22;34,32;0;435;6,9
2016-04-21 08:40:00;22,1;34,55;0;433;7,6
2016-04-21 08:50:00;22,12;34,59;0;415;7,95
2016-04-21 09:10:00;22,29;34,79;1;511;8,63
2016-04-21 09:30:00;22,39;34,79;1;570;9,3
2016-04-21 10:10:00;22,5;35;1;553;10,67
2016-04-21 10:20:00;22,56;35;1;516;11,03
2016-04-21 10:30:00;22,57;35,06;1;595;11,4
2016-04-21 11:30:00;22,71;35,29;2;720;13,45
2016-04-21 13:50:00;23;34,22;2;748;16,95
2016-04-21 14:00:00;23;33,67;2;693;17,1
2016-04-21 15:30:00;23;33,2;2;663;18,65
2016-04-21 16:00:00;22,89;33,4;2;716;18,8
2016-04-21 16:40:00;22,91;33,79;2;655;18,6
2016-04-21 17:00:00;22,89;33,9;2;710;18,5
2016-04-21 17:20:00;22,89;34,05;2;664;18,4
2016-04-21 17:50:00;22,89;34,22;2;653;18,25
2016-04-21 18:30:00;22,93;34,31;1;532;17,7
2016-04-21 19:00:00;22,89;34,59;1;512;17,2
2016-04-21 20:00:00;22,89;34,23;1;536;15,5
2016-04-21 20:50:00;22,89;34,09;1;554;14,33
2016-04-21 21:50:00;22,89;34,46;0;465;14,52
2016-04-21 22:00:00;22,89;34,5;0;458;14,6
2016-04-21 22:20:00;22,89;34,55;0;453;14,27
2016-04-21 22:40:00;22,89;34,63;0;438;13,93
2016-04-21 23:20:00;22,81;34,72;0;442;13,37
2016-04-21 23:40:00;22,83;34,83;0;471;13,13
2016-04-22 01:40:00;22,79;35,09;0;468;11,23
2016-04-22 03:20:00;22,74;35,03;0;489;10,9
2016-04-22 03:50:00;22,7;35;0;411;10,6
2016-04-22 05:50:00;22,66;35,05;0;472;9,12
2016-04-22 06:10:00;22,64;35,07;0;444;8,85
2016-04-22 06:30:00;22,6;35,04;0;492;8,55
2016-04-22 07:20:00;22,6;35,22;0;408;8,1
2016-04-22 08:40:00;22,74;35,4;0;449;8,77
2016-04-22 09:40:00;23;35,12;1;562;9,9
2016-04-22 10:00:00;23;35;1;529;10,3
2016-04-22 12:20:00;23,33;34,82;2;748;11,13
2016-04-22 12:30:00;23,33;34,79;2;731;11,3
2016-04-22 12:50:00;23,29;34,79;2;746;11,63
2016-04-22 13:30:00;23,2;34,59;2;690;12,35
2016-04-22 14:30:00;23,1;34,27;2;713;13,15
2016-04-22 14:40:00;23,1;34,24;2;663;13,23
2016-04-22 15:30:00;23;34,2;2;679;13,45
2016-04-22 16:00:00;23;34,29;2;650;13,5
2016-04-22 16:20:00;23;34,4;2;693;13,4
2016-04-22 17:30:00;22,89;34,5;2;743;13,1
2016-04-22 17:50:00;22,83;34,58;2;662;13,03
2016-04-22 18:10:00;22,89;35;1;538;12,97
2016-04-22 18:30:00;22,82;34,85;1;552;12,9
2016-04-22 19:20:00;22,77;35,16;1;556;12,63
2016-04-22 19:40:00;22,7;35,2;1;520;12,47
2016-04-22 20:10:00;22,7;35,37;1;528;12,17
2016-04-22 20:30:00;22,7;35,4;1;536;11,9
2016-04-22 21:00:00;22,64;35,34;0;470;11,5
2016-04-22 21:10:00;22,6;35,29;0;469;11,37
2016-04-22 21:50:00;22,6;35,29;0;474;10,83
2016-04-22 22:00:00;22,59;35,29;0;461;10,7
2016-04-22 22:20:00;22,56;35,29;0;472;10,47
2016-04-22 22:40:00;22,5;35,28;0;427;10,23
2016-04-22 23:00:00;22,5;35,29;0;481;10
2016-04-23 00:20:00;22,39;35,2;0;447;8,8
2016-04-23 00:30:00;22,39;35,29;0;406;8,55
2016-04-23 00:50:00;22,38;35,4;0;458;8,05
2016-04-23 01:40:00;22,29;35,59;0;425;7,47
2016-04-23 02:40:00;22,29;35,59;0;498;7,17
2016-04-23 03:30:00;22,2;35,43;0;421;7
2016-04-23 04:30:00;22,1;35,4;0;457;6,6
2016-04-23 05:20:00;22,07;35,29;0;455;6,2
2016-04-23 06:20:00;22;35,29;0;498;5,97
2016-04-23 07:10:00;21,93;35,29;0;484;5,88
2016-04-23 07:40:00;22;35,2;0;405;5,83
2016-04-23 08:00:00;21,89;35,2;0;450;5,8
2016-04-23 08:20:00;21,89;35,29;0;416;5,97
2016-04-23 10:20:00;22,39;35,57;1;595;7,4
2016-04-23 10:40:00;22,39;35,27;1;590;7,8
2016-04-23 11:40:00;22,5;34,79;2;702;8,4
2016-04-23 12:00:00;22,5;34,7;2;678;8,5
2016-04-23 12:20:00;22,5;34,7;2;702;8,5
2016-04-23 12:30:00;22,5;34,7;2;744;8,5
2016-04-23 12:40:00;22,5;34,7;2;698;8,5
2016-04-23 12:50:00;22,5;34,83;2;708;8,5
2016-04-23 14:00:00;22,53;34,26;2;680;9,4
2016-04-23 14:50:00;22,5;33,76;2;687;10,4
2016-04-23 15:10:00;22,5;33,66;2;705;10,33
2016-04-23 15:40:00;22,54;33,4;2;702;9,53
2016-04-23 16:00:00;22,6;33,2;2;666;9
2016-04-23 16:10:00;22,6;33,09;2;706;8,97
2016-04-23 17:00:00;22,5;32,84;2;687;8,8
2016-04-23 17:20:00;22,5;32,7;2;729;8,53
2016-04-23 18:40:00;22,47;32,23;1;587;8,33
2016-04-23 18:50:00;22,5;32,5;1;567;8,42
2016-04-23 20:10:00;22,39;32,23;1;525;6,08
2016-04-23 21:10:00;22,24;31,89;0;454;4,9
2016-04-23 21:30:00;22,2;31,79;0;414;4,7
2016-04-23 21:50:00;22,2;31,79;0;492;4,5
2016-04-23 22:50:00;22,08;31,97;0;457;2,98
2016-04-24 00:00:00;22;32,09;0;455;2
2016-04-24 00:30:00;21,89;32,09;0;403;2,1
2016-04-24 01:10:00;21,89;32,2;0;402;2,15
2016-04-24 02:10:00;21,83;32,24;0;422;1,92
2016-04-24 02:30:00;21,79;32,29;0;436;1,95
2016-04-24 03:40:00;21,7;32,4;0;456;2
2016-04-24 04:00:00;21,7;32,5;0;440;2
2016-04-24 04:20:00;21,66;32,46;0;467;2,07
2016-04-24 04:30:00;21,7;32,53;0;450;2,1
2016-04-24 05:00:00;21,6;32,5;0;469;2,2
2016-04-24 05:40:00;21,56;32,57;0;412;2,73
2016-04-24 06:00:00;21,59;32,65;0;440;3
2016-04-24 06:30:00;21,5;32,79;0;479;2,85
2016-04-24 06:40:00;21,5;32,79;0;417;2,8
2016-04-24 07:10:00;21,5;33,29;0;445;2,82
2016-04-24 07:20:00;21,5;33,39;0;409;2,93
2016-04-24 07:50:00;21,5;33,5;0;477;3,28
2016-04-24 09:30:00;21,85;34,41;1;578;4,45
2016-04-24 10:00:00;21,79;33,75;1;522;4,9
2016-04-24 10:30:00;21,79;34;1;517;4,95
2016-04-24 10:40:00;21,79;34,04;1;569;4,97
2016-04-24 11:10:00;21,73;33,79;2;653;4,95
2016-04-24 11:40:00;21,7;33,83;2;723;4,8
2016-04-24 11:50:00;21,7;33,86;2;732;4,75
2016-04-24 12:10:00;21,7;34;2;714;4,93
2016-04-24 12:50:00;21,7;34,2;2;669;5,87
2016-04-24 13:00:00;21,7;34,18;2;725;6,1
2016-04-24 14:10:00;21,7;34,4;2;660;3,85
2016-04-24 14:30:00;21,62;34,31;2;667;5,15
2016-04-24 15:40:00;21,7;34,4;2;729;6,77
2016-04-24 15:50:00;21,7;34,37;2;746;6,68
2016-04-24 16:10:00;21,7;34,37;2;651;6,43
2016-04-24 17:10:00;21,6;34,29;2;652;5,88
2016-04-24 18:10:00;21,79;34,35;1;533;7,33
2016-04-24 18:50:00;21,7;33,67;1;597;7,47
2016-04-24 20:30:00;21,39;32,29;1;525;4,7
2016-04-24 20:40:00;21,39;32,28;1;550;4,5
2016-04-24 21:30:00;21,29;32,33;0;472;3,65
2016-04-24 22:40:00;21,2;32,4;0;412;2,53
2016-04-24 22:50:00;21,2;32,4;0;402;2,37
2016-04-25 00:10:00;21,1;32,61;0;490;1,97
2016-04-25 02:20:00;20,89;33;0;469;1,13
2016-04-25 03:00:00;20,87;33,07;0;404;1,2
2016-04-25 03:20:00;20,79;33;0;483;1,2
2016-04-25 05:50:00;20,6;33,72;0;404;2,47
2016-04-25 06:10:00;20,6;33,9;0;415;2,62
2016-04-25 06:30:00;20,56;33,9;0;458;2,65
2016-04-25 07:40:00;20,59;33,96;0;462;3,23
2016-04-25 07:50:00;20,6;34,05;0;441;3,37
2016-04-25 08:10:00;20,66;34,29;0;458;3,67
2016-04-25 08:20:00;20,69;34,48;0;447;3,83
2016-04-25 08:50:00;20,79;34,79;0;475;4,33
2016-04-25 09:00:00;20,79;34,83;1;591;4,5
2016-04-25 10:00:00;20,91;35,22;1;575;5,5
2016-04-25 11:20:00;21,1;35,72;2;738;5,93
2016-04-25 13:00:00;21,2;36,4;2;701;8,5
2016-04-25 13:30:00;21,29;36,63;2;680;8,7
2016-04-25 14:30:00;21,29;36,4;2;670;8,2
2016-04-25 14:40:00;21,29;36,49;2;707;7,97
2016-04-25 15:40:00;21,2;36,37;2;666;7,03
2016-04-25 16:50:00;21,04;36,8;2;730;7,88
2016-04-25 17:30:00;21,06;37,26;2;679;8,05
2016-04-25 17:40:00;21,06;37,46;2;699;8,03
2016-04-25 18:10:00;21,1;37,73;1;570;7,58
2016-04-25 19:30:00;21,1;37,25;1;572;5,9
2016-04-25 20:00:00;21;36,83;1;510;6,3
2016-04-25 21:10:00;21,2;38,17;0;438;5,57
2016-04-25 21:30:00;21,2;38,2;0;446;5,5
2016-04-25 21:50:00;21,22;38,11;0;420;5,43
2016-04-25 22:00:00;21,23;38,12;0;420;5,4
2016-04-25 22:30:00;21,29;37,94;0;459;5,25
2016-04-25 23:20:00;21,29;37,59;0;405;4,53
2016-04-26 00:50:00;21,39;36,9;0;466;2,9
2016-04-26 03:20:00;20,93;35,09;0;420;2,1
2016-04-26 05:00:00;20,7;34,66;0;427;1,1
2016-04-26 05:10:00;20,7;34,59;0;499;1,18
2016-04-26 05:20:00;20,7;34,59;0;498;1,27
2016-04-26 06:10:00;20,6;34,5;0;490;1,62
2016-04-26 06:30:00;20,5;34,66;0;477;1,65
2016-04-26 06:40:00;20,5;34,93;0;449;1,67
2016-04-26 06:50:00;20,5;35,06;0;461;1,68
2016-04-26 07:30:00;20,39;34,59;0;413;2,1
2016-04-26 08:20:00;20,47;34,95;0;469;3
2016-04-26 08:50:00;20,67;35,06;0;459;3,75
2016-04-26 09:40:00;20,89;35,06;1;532;5
2016-04-26 10:20:00;20,86;34,86;1;521;5,63
2016-04-26 10:30:00;20,86;34,86;1;510;5,7
2016-04-26 11:00:00;20,79;34,79;2;677;5,9
2016-04-26 11:30:00;20,89;34,87;2;694;6,1
2016-04-26 11:50:00;20,89;34,79;2;695;6,23
2016-04-26 13:10:00;20,86;34,79;2;744;5,08
2016-04-26 13:40:00;20,79;34,79;2;679;5,03
2016-04-26 14:10:00;20,76;34,79;2;664;4,85
2016-04-26 15:10:00;20,7;34,7;2;745;4,3
2016-04-26 16:20:00;20,6;34,59;2;671;5,2
2016-04-26 16:40:00;20,6;34,5;2;710;5,1
2016-04-26 17:10:00;20,6;34,43;2;669;5,38
2016-04-26 17:40:00;20,5;34,16;2;683;6,53
2016-04-26 17:50:00;20,5;34,02;2;660;6,92
2016-04-26 18:10:00;20,5;33,86;1;593;7,15
2016-04-26 19:20:00;20,39;33,03;1;577;5,97
2016-04-26 19:40:00;20,32;32,9;1;511;5,53
2016-04-26 20:20:00;20,29;32,79;1;542;4,3
2016-04-26 20:50:00;20,29;32,79;1;520;3,1
2016-04-26 21:00:00;20,24;32,82;0;498;2,7
2016-04-26 21:10:00;20,23;32,9;0;442;2,38
2016-04-26 21:40:00;20,2;33;0;409;1,43
2016-04-26 22:20:00;20,2;33,13;0;470;1,53
2016-04-27 00:40:00;20;33,36;0;447;2,8
2016-04-27 01:00:00;19,89;33,29;0;489;2,7
2016-04-27 01:30:00;19,89;33,4;0;453;2,6
2016-04-27 02:50:00;19,79;33,29;0;440;2,67
2016-04-27 03:40:00;19,73;33,4;0;442;2,43
2016-04-27 03:50:00;19,73;33,4;0;408;2,37
2016-04-27 04:40:00;19,7;33,59;0;455;2,77
2016-04-27 04:50:00;19,7;33,59;0;467;2,88
2016-04-27 05:40:00;19,6;33,7;0;460;2,73
2016-04-27 05:50:00;19,6;33,7;0;490;2,67
2016-04-27 06:00:00;19,6;33,7;0;438;2,6
2016-04-27 06:50:00;19,6;34,93;0;451;2,18
2016-04-27 07:20:00;20,03;35,72;0;400;2,4
2016-04-27 08:20:00;20,39;35,23;0;410;3,07
2016-04-27 08:40:00;20,43;35,13;0;401;3,13
2016-04-27 10:20:00;20,6;35,7;1;574;5,43
2016-04-27 10:30:00;20,67;35,83;1;526;5,9
2016-04-27 13:00:00;20,7;35,9;2;679;7,5
2016-04-27 13:40:00;20,79;35,1;2;740;7,7
2016-04-27 14:40:00;20,7;34,73;2;720;7,8
2016-04-27 15:10:00;20,7;34,5;2;749;8,12
2016-04-27 15:40:00;20,6;34,13;2;717;9,07
2016-04-27 17:20:00;20,39;33,47;2;729;7,2
2016-04-27 17:40:00;20,39;33,5;2;714;7,1
2016-04-27 18:40:00;20,29;34,73;1;579;7,87
2016-04-27 18:50:00;20,29;34,79;1;584;8,08
2016-04-27 19:20:00;20,29;35,13;1;572;7,23
2016-04-27 20:10:00;20,29;35,5;1;549;4,87
